#代码	名称	总手	现手	金额	所属行业	市净率	总股本	总市值
600567	山鹰纸业	7.91万	12	1558万	 造纸印刷	1.27	37.7亿	74.2亿
002500	山西证券	22.1万	2726	1.50亿	 券商信托	2.36	25.2亿	168亿
000755	山西三维	1.55万	263	535万	 化工行业	0.95	4.69亿	16.1亿
600740	山西焦化	8.58万	0	5177万	 煤炭采选	1.65	7.66亿	46.2亿
600809	山西汾酒	6.72万	0	1.11亿	 酿酒行业	3.56	8.66亿	144亿
000680	山推股份	7.16万	585	2111万	 机械行业	0.80	12.4亿	36.5亿
600546	山煤国际	32.6万	138	1.20亿	 煤炭采选	0.90	19.8亿	72.8亿
002097	山河智能	8.14万	527	6913万	 机械行业	2.04	4.11亿	34.7亿
002598	山东章鼓	18.3万	1391	1.40亿	 机械行业	3.43	3.12亿	23.8亿
600529	山东药玻	3.01万	0	3193万	 玻璃陶瓷	1.35	2.57亿	27.1亿
002026	山东威达	1.21万	320	825万	 机械行业	2.21	2.28亿	15.6亿
002193	山东如意	6980	2	711万	 纺织服装	2.42	1.60亿	16.3亿
002490	山东墨龙	6.49万	776	5344万	 机械行业	2.27	7.98亿	65.6亿
000498	山东路桥	2.18万	677	887万	 工程建设	2.03	11.2亿	45.4亿
002526	山东矿机	33.1万	4408	2.09亿	 机械行业	1.68	5.34亿	32.8亿
600547	山东黄金	29.4万	0	5.36亿	 有色金属	3.07	14.2亿	261亿
600350	山东高速	2.44万	0	708万	 高速公路	0.75	48.1亿	140亿
600022	山东钢铁	7.66万	122	1214万	 钢铁行业	0.80	64.4亿	102亿
000409	山东地矿	8265	44	980万	 钢铁行业	5.50	4.73亿	56.0亿
000915	山大华特	1.40万	104	4014万	 医药行业	6.69	1.80亿	51.4亿
600884	杉杉股份	32.1万	0	6.15亿	 纺织服装	2.58	4.11亿	80.0亿
000553	沙隆达Ａ	6.36万	289	7463万	 化工行业	4.49	5.94亿	69.5亿
000014	沙河股份	2.84万	284	2651万	 房地产	3.28	2.02亿	18.7亿
002075	沙钢股份	19.8万	4312	8316万	 钢铁行业	2.90	15.8亿	67.8亿
300210	森远股份	1.16万	385	3003万	 机械行业	4.86	1.35亿	35.3亿
002358	森源电气	1.87万	111	4372万	 输配电气	4.72	3.98亿	92.8亿
002563	森马服饰	3129	37	924万	 纺织服装	2.56	6.70亿	198亿
300247	桑乐金	8.15万	1247	1.50亿	 机械行业	3.88	1.23亿	22.4亿
000826	桑德环境	7.59万	1295	2.42亿	 公用事业	4.87	6.46亿	203亿
600429	三元股份	53.2万	0	4.71亿	 食品行业	4.35	8.85亿	74.8亿
002417	三元达	2.86万	453	2041万	 通讯行业	2.32	2.70亿	19.2亿
600409	三友化工	6.61万	0	2912万	 化工行业	1.46	18.5亿	81.8亿
600031	三一重工	13.9万	0	8085万	 机械行业	1.83	76.2亿	440亿
601567	三星电气	1.51万	40	1618万	 仪器仪表	2.01	4.00亿	42.6亿
000863	三湘股份	1.72万	139	994万	 房地产	3.04	7.39亿	42.6亿
600293	三峡新材	2.72万	47	1436万	 玻璃陶瓷	2.31	3.45亿	18.2亿
600116	三峡水利	4.84万	20	4770万	 电力行业	2.37	2.68亿	26.2亿
300051	三五互联	12.0万	1418	1.26亿	 电子信息	6.91	3.21亿	33.9亿
002115	三维通信	6.76万	525	4710万	 通讯行业	2.81	4.11亿	28.6亿
300056	三维丝	8.70万	1659	2.91亿	 材料行业	7.80	9360万	31.0亿
002469	三维工程	2.84万	344	4681万	 工程建设	4.49	2.55亿	41.8亿
002159	三特索道	8808	230	1577万	 旅游酒店	4.18	1.20亿	21.9亿
002312	三泰电子	6.09万	749	2.03亿	 电子信息	14.14	3.70亿	122亿
002216	三全食品	2.81万	105	5633万	 食品行业	4.50	4.02亿	79.9亿
300298	三诺生物	1.26万	24	9688万	 医药行业	11.12	1.33亿	101亿
000632	三木集团	1.93万	848	848万	 综合行业	1.65	4.66亿	20.3亿
000779	三毛派神	8941	145	799万	 纺织服装	5.78	1.86亿	16.7亿
300295	三六五网	1.01万	180	9274万	 电子信息	6.83	5335万	48.8亿
600898	三联商社	2.39万	200	1248万	 商业百货	4.31	2.53亿	13.2亿
300072	三聚环保	5.91万	276	1.19亿	 化工行业	7.17	5.06亿	101亿
600829	三精制药	2.58万	10	1910万	 医药行业	2.03	5.80亿	42.6亿
601116	三江购物	2.36万	0	1909万	 商业百货	2.17	4.11亿	33.2亿
002050	三花股份	23.6万	2071	3.00亿	 机械行业	2.40	5.95亿	74.3亿
002110	三钢闽光	2.59万	551	1239万	 钢铁行业	0.93	5.35亿	25.5亿
300276	三丰智能	4.15万	1672	6365万	 机械行业	3.56	1.25亿	19.4亿
600370	三房巷	5.99万	0	3067万	 纺织服装	1.37	3.19亿	16.3亿
300066	三川股份	1.31万	247	2432万	 仪器仪表	2.98	1.56亿	29.2亿
002112	三变科技	4.49万	652	3328万	 输配电气	3.27	2.02亿	14.8亿
600703	三安光电	11.0万	0	2.52亿	 电子元件	3.65	16.0亿	361亿
600636	三爱富	8.09万	0	9305万	 化工行业	2.52	3.82亿	43.8亿
002224	三 力 士	5.95万	663	7318万	 塑胶制品	3.96	3.27亿	40.0亿
002337	赛象科技	1.10万	115	1305万	 机械行业	1.81	1.98亿	23.2亿
300044	赛为智能	2.40万	398	4271万	 电子信息	6.46	2.25亿	40.0亿
601058	赛轮股份	1.65万	7	2207万	 汽车行业	2.13	4.45亿	59.6亿
300339	润和软件	----	----	----	 电子信息	4.60	1.53亿	31.8亿
002483	润邦股份	1.69万	67	2070万	 机械行业	2.07	3.60亿	44.0亿
002440	闰土股份	12.8万	2092	2.51亿	 化工行业	3.36	7.67亿	148亿
300126	锐奇股份	1.65万	204	2349万	 机械行业	2.23	1.52亿	21.5亿
002066	瑞泰科技	6.11万	453	3198万	 材料行业	2.24	2.31亿	12.0亿
300119	瑞普生物	1.22万	59	2884万	 医药行业	2.93	1.94亿	45.8亿
600180	瑞茂通	5.09万	20	6219万	 煤炭采选	7.08	8.72亿	106亿
300154	瑞凌股份	2.40万	268	3008万	 机械行业	1.97	2.23亿	27.8亿
002589	瑞康医药	3974	16	1913万	 医药行业	3.29	1.09亿	52.3亿
002620	瑞和股份	6906	107	1116万	 工程建设	1.99	1.20亿	19.4亿
300241	瑞丰光电	----	----	----	 电子元件	4.43	2.17亿	26.2亿
300243	瑞丰高材	1.06万	276	1196万	 化工行业	2.99	1.04亿	11.6亿
600439	瑞贝卡	19.4万	10	8569万	 工艺商品	1.82	9.43亿	40.8亿
002073	软控股份	30.3万	2500	2.97亿	 电子信息	2.26	7.42亿	72.9亿
000626	如意集团	2.50万	162	1907万	 国际贸易	3.69	2.02亿	15.3亿
002642	荣之联	----	----	----	 电子信息	6.59	3.62亿	97.1亿
002123	荣信股份	21.0万	2066	1.87亿	 输配电气	2.12	5.04亿	44.4亿
002493	荣盛石化	3.36万	203	3075万	 化纤行业	1.46	11.1亿	101亿
002146	荣盛发展	15.7万	3694	1.35亿	 房地产	1.63	18.8亿	159亿
300290	荣科科技	----	----	----	 电子信息	6.58	1.36亿	23.5亿
600311	荣华实业	11.3万	0	5873万	 有色金属	3.80	6.66亿	34.7亿
000668	荣丰控股	----	----	----	 房地产	2.05	1.47亿	13.8亿
000517	荣安地产	2.20万	172	1050万	 房地产	1.56	10.6亿	50.7亿
002141	蓉胜超微	1.13万	15	896万	 电子元件	4.56	1.82亿	14.4亿
600017	日照港	4.20万	143	991万	 港口水运	0.79	30.8亿	72.9亿
002593	日上集团	3.55万	1784	3430万	 钢铁行业	1.75	2.12亿	20.7亿
300214	日科化学	1.27万	239	1182万	 塑胶制品	1.60	2.02亿	18.7亿
002313	日海通讯	9.51万	1698	1.28亿	 通讯行业	2.04	3.18亿	42.4亿
002520	日发精机	2.65万	225	5641万	 机械行业	7.25	2.16亿	46.0亿
603366	日出东方	1.90万	5	2544万	 家电行业	1.53	4.00亿	53.3亿
300311	任子行	2.22万	99	7429万	 电子信息	5.68	7070万	23.3亿
002336	人人乐	3.02万	483	3033万	 商业百货	1.22	4.00亿	40.0亿
603000	人民网	2.02万	0	1.56亿	 电子信息	9.89	2.76亿	213亿
600079	人福医药	7.46万	0	1.79亿	 医药行业	2.95	5.29亿	125亿
002629	仁智油服	----	----	----	 石油行业	2.80	1.72亿	21.0亿
000650	仁和药业	14.4万	1223	8037万	 医药行业	3.07	9.91亿	55.3亿
300152	燃控科技	4.81万	634	6443万	 机械行业	2.24	2.40亿	31.9亿
002575	群兴玩具	----	----	----	 工艺商品	4.58	2.68亿	41.5亿
300359	全通教育	1.20万	140	6479万	 电子信息	10.91	6480万	34.7亿
600218	全柴动力	3.38万	0	2951万	 机械行业	2.30	2.83亿	24.5亿
002186	全 聚 德	1.74万	139	3476万	 旅游酒店	6.14	2.83亿	56.4亿
600706	曲江文旅	1.53万	5	1931万	 旅游酒店	3.11	1.80亿	22.5亿
600891	秋林集团	3.03万	20	1830万	 商业百货	2.42	3.26亿	19.8亿
600790	轻纺城	4.70万	2	2804万	 商业百货	1.49	8.05亿	47.8亿
600425	青松建化	3.94万	0	1477万	 水泥建材	0.97	13.8亿	51.6亿
300132	青松股份	7475	2	991万	 化工行业	4.44	1.93亿	25.4亿
600103	青山纸业	2.93万	10	687万	 造纸印刷	1.87	10.6亿	24.8亿
002646	青青稞酒	3.77万	378	7000万	 酿酒行业	4.24	4.50亿	83.6亿
600076	青鸟华光	8.50万	34	4487万	 通讯行业	27.72	3.66亿	19.1亿
002457	青龙管业	6.25万	694	5588万	 水泥建材	1.79	3.35亿	29.7亿
000606	青海明胶	7.62万	3037	4984万	 医药行业	3.27	4.72亿	30.5亿
600243	青海华鼎	----	----	----	 机械行业	2.08	2.37亿	15.4亿
000599	青岛双星	15.6万	1070	7573万	 汽车行业	1.61	5.25亿	25.1亿
600600	青岛啤酒	2.31万	229	9240万	 酿酒行业	3.78	13.5亿	538亿
002094	青岛金王	16.5万	1294	2.14亿	 工艺商品	6.80	3.22亿	40.5亿
600229	青岛碱业	6.39万	0	3860万	 化工行业	2.20	3.96亿	23.5亿
600690	青岛海尔	18.5万	0	3.22亿	 家电行业	3.44	27.2亿	476亿
002638	勤上光电	13.9万	894	1.87亿	 电子元件	2.22	3.75亿	48.8亿
600217	秦岭水泥	----	----	----	 水泥建材	48.45	6.61亿	32.0亿
000837	秦川发展	9.39万	584	7894万	 机械行业	2.68	3.49亿	29.0亿
002687	乔治白	1.96万	160	1921万	 纺织服装	2.04	1.97亿	19.3亿
600662	强生控股	17.7万	0	1.34亿	 交运物流	2.68	10.5亿	78.4亿
300191	潜能恒信	4.26万	592	1.06亿	 石油行业	6.77	3.20亿	79.0亿
600283	钱江水利	3.01万	0	2436万	 公用事业	2.51	2.85亿	22.9亿
600796	钱江生化	2.62万	0	1446万	 化工行业	3.14	3.01亿	16.5亿
000913	钱江摩托	6.65万	1796	4034万	 交运设备	1.21	4.54亿	27.2亿
002039	黔源电力	1.17万	109	1432万	 电力行业	1.46	2.04亿	25.0亿
000589	黔轮胎Ａ	5.52万	228	2938万	 汽车行业	1.11	4.89亿	25.9亿
300102	乾照光电	4.68万	306	6213万	 电子元件	2.20	2.95亿	38.6亿
300254	仟源制药	1.34万	268	2968万	 医药行业	4.94	1.34亿	29.8亿
002173	千足珍珠	1.86万	525	1507万	 农牧饲渔	3.27	2.05亿	16.7亿
300216	千山药机	----	----	----	 医药行业	2.67	1.85亿	22.1亿
600479	千金药业	2.75万	0	3496万	 医药行业	3.98	3.05亿	38.2亿
002550	千红制药	2.08万	105	7913万	 医药行业	3.22	1.60亿	60.8亿
002557	洽洽食品	1.22万	71	2439万	 食品行业	2.68	3.38亿	67.5亿
300140	启源装备	3.28万	337	5722万	 输配电气	2.71	1.22亿	21.4亿
002439	启明星辰	1.86万	1035	6764万	 电子信息	6.38	2.08亿	74.9亿
002232	启明信息	12.1万	1688	1.19亿	 电子信息	3.99	4.09亿	39.6亿
600720	祁连山	8.45万	30	5441万	 水泥建材	1.23	7.76亿	49.6亿
601636	旗滨集团	9.00万	5	7561万	 玻璃陶瓷	1.85	6.94亿	57.9亿
002359	齐星铁塔	5.87万	1207	4614万	 输配电气	3.23	4.17亿	33.1亿
002301	齐心文具	4.58万	324	4010万	 文化传媒	3.00	3.79亿	33.0亿
002408	齐翔腾达	5.46万	582	8004万	 化工行业	2.49	5.61亿	81.0亿
002521	齐峰新材	4.19万	313	3410万	 造纸印刷	1.50	4.21亿	34.2亿
002287	奇正藏药	5408	86	1206万	 医药行业	6.69	4.06亿	90.2亿
002371	七星电子	1.27万	97	2889万	 电子元件	4.41	3.52亿	79.4亿
002027	七喜控股	8.40万	703	6270万	 电子信息	3.91	3.02亿	22.4亿
002029	七 匹 狼	34.8万	1965	2.77亿	 纺织服装	1.35	7.56亿	62.0亿
600533	栖霞建设	2.37万	10	714万	 房地产	0.88	10.5亿	31.6亿
600000	浦发银行	66.8万	0	5.86亿	 银行	0.83	187亿	1623亿
600639	浦东金桥	7.50万	0	7860万	 房地产	2.15	9.29亿	95.8亿
600284	浦东建设	13.3万	29	1.39亿	 工程建设	1.55	6.93亿	71.6亿
000739	普洛药业	13.9万	2539	1.06亿	 医药行业	3.58	8.15亿	62.6亿
002324	普利特	2.01万	144	3111万	 塑胶制品	3.01	2.70亿	41.5亿
002663	普邦园林	5.24万	799	7594万	 工程建设	3.70	5.59亿	80.5亿
000780	平庄能源	5.14万	271	2009万	 煤炭采选	0.84	10.1亿	39.6亿
601666	平煤股份	12.1万	4	4870万	 煤炭采选	0.79	23.6亿	95.2亿
600312	平高电气	15.8万	175	2.23亿	 输配电气	3.75	8.19亿	114亿
000001	平安银行	53.3万	4096	5.75亿	 银行	0.93	95.2亿	1019亿
600436	片仔癀	6070	0	5231万	 医药行业	5.61	1.61亿	138亿
600090	啤酒花	3.14万	50	2147万	 酿酒行业	4.49	3.68亿	25.3亿
300375	鹏翎股份	2.87万	449	9481万	 汽车行业	3.83	8869万	29.5亿
600490	鹏欣资源	3.44万	70	3804万	 化工行业	6.67	8.70亿	96.8亿
600804	鹏博士	28.4万	0	4.26亿	 电子信息	4.91	13.8亿	206亿
601258	庞大集团	11.8万	40	6022万	 商业百货	1.45	26.2亿	132亿
600395	盘江股份	8.50万	9	4627万	 煤炭采选	1.22	16.6亿	89.9亿
000629	攀钢钒钛	31.3万	1427	6064万	 钢铁行业	1.09	85.9亿	165亿
600697	欧亚集团	3.35万	0	5592万	 商业百货	2.14	1.59亿	26.9亿
002711	欧浦钢网	12.4万	5	5.47亿	 电子信息	6.17	1.50亿	67.8亿
002456	欧菲光	----	----	----	 电子元件	7.27	4.65亿	224亿
300053	欧比特	4.74万	700	5958万	 电子元件	3.99	2.00亿	25.2亿
002215	诺 普 信	2.50万	166	2314万	 化工行业	3.38	5.42亿	49.6亿
601288	农业银行	53.4万	6220	1.24亿	 银行	0.91	3248亿	7535亿
600313	农发种业	10.5万	0	9225万	 农牧饲渔	3.11	3.67亿	31.6亿
000061	农 产 品	8.05万	776	6373万	 农牧饲渔	2.76	17.0亿	133亿
603699	纽威股份	8.37万	0	1.77亿	 机械行业	7.52	7.50亿	156亿
600449	宁夏建材	7.00万	500	5199万	 水泥建材	0.90	4.78亿	35.8亿
600377	宁沪高速	1.05万	128	577万	 高速公路	1.45	50.4亿	276亿
600366	宁波韵升	15.4万	0	2.49亿	 有色金属	2.93	5.14亿	82.4亿
002142	宁波银行	5.99万	456	5292万	 银行	1.01	28.8亿	253亿
600982	宁波热电	4382	0	520万	 电力行业	2.21	1.68亿	20.1亿
600051	宁波联合	1.65万	13	1319万	 综合行业	1.32	3.02亿	23.8亿
601789	宁波建工	2.05万	20	1620万	 工程建设	1.94	4.88亿	38.4亿
002048	宁波华翔	12.9万	1529	1.47亿	 汽车行业	1.71	5.30亿	59.9亿
600798	宁波海运	3.41万	1	1177万	 港口水运	1.57	8.71亿	30.0亿
601018	宁波港	13.3万	45	2989万	 港口水运	1.02	128亿	288亿
600724	宁波富达	1.96万	0	774万	 房地产	1.53	14.5亿	56.8亿
600768	宁波富邦	2.73万	0	2121万	 材料行业	8.77	1.34亿	10.4亿
002164	宁波东力	2.38万	140	945万	 机械行业	1.61	4.46亿	17.6亿
601216	内蒙君正	29.0万	0	3.85亿	 化工行业	2.96	12.8亿	169亿
600863	内蒙华电	32.8万	30	1.11亿	 电力行业	1.21	38.7亿	131亿
002389	南洋科技	24.7万	2787	2.28亿	 电子元件	2.93	4.98亿	45.4亿
002212	南洋股份	11.5万	2382	5311万	 输配电气	1.37	5.10亿	23.2亿
600862	南通科技	----	----	----	 机械行业	1.49	6.38亿	19.3亿
300280	南通锻压	4.78万	470	6509万	 机械行业	2.78	1.28亿	17.5亿
000948	南天信息	7.38万	1590	6843万	 电子信息	1.71	2.47亿	23.2亿
600219	南山铝业	9.28万	0	4553万	 有色金属	0.55	19.3亿	94.2亿
000911	南宁糖业	2.21万	281	1552万	 食品行业	2.17	2.87亿	20.2亿
600712	南宁百货	2.56万	0	963万	 商业百货	1.93	5.45亿	20.4亿
002096	南岭民爆	1.66万	2	1825万	 化工行业	2.27	3.71亿	40.6亿
000421	南京中北	----	----	----	 房地产	1.77	3.52亿	16.4亿
601009	南京银行	4.86万	20	3838万	 银行	0.89	29.7亿	234亿
600713	南京医药	15.7万	0	1.03亿	 医药行业	4.50	6.94亿	45.5亿
600775	南京熊猫	1.65万	0	1444万	 通讯行业	2.58	9.14亿	79.2亿
600682	南京新百	----	----	----	 商业百货	3.10	3.58亿	41.7亿
600889	南京化纤	2.30万	5	1163万	 化纤行业	1.70	3.07亿	15.5亿
600064	南京高科	1.37万	0	1372万	 房地产	1.06	5.16亿	51.5亿
002305	南国置业	----	----	----	 房地产	2.74	9.66亿	61.1亿
600282	南钢股份	1.56万	15	267万	 钢铁行业	0.75	38.8亿	66.3亿
000737	南风化工	5.32万	301	2267万	 化工行业	5.45	5.49亿	23.3亿
300004	南风股份	5982	204	2532万	 机械行业	9.13	1.88亿	79.3亿
600250	南纺股份	7.43万	0	4530万	 纺织服装	8.64	2.59亿	16.1亿
002553	南方轴承	3.03万	1024	8151万	 机械行业	3.91	8700万	23.4亿
000716	南方食品	1.48万	276	1923万	 食品行业	3.83	2.46亿	31.5亿
000920	南方汇通	3.57万	564	3286万	 交运设备	3.60	4.22亿	38.5亿
600029	南方航空	14.8万	1	3825万	 民航机场	0.73	98.2亿	253亿
300145	南方泵业	3640	32	1407万	 机械行业	4.64	1.45亿	56.3亿
300068	南都电源	32.7万	2553	3.55亿	 电子元件	2.26	5.99亿	62.7亿
300346	南大光电	3795	50	1293万	 材料行业	3.01	1.01亿	34.1亿
002040	南 京 港	3.73万	443	2314万	 港口水运	2.41	2.46亿	15.0亿
000012	南  玻Ａ	12.9万	429	1.04亿	 玻璃陶瓷	2.33	20.8亿	166亿
300198	纳川股份	1.28万	109	1905万	 水泥建材	2.86	2.09亿	30.9亿
002714	牧原股份	4.75万	227	1.72亿	 农牧饲渔	5.16	2.42亿	87.6亿
600543	莫高股份	4.95万	5	3463万	 酿酒行业	1.94	3.21亿	22.5亿
002451	摩恩电气	8215	134	824万	 输配电气	3.48	2.20亿	22.0亿
000700	模塑科技	13.0万	1074	1.44亿	 汽车行业	2.52	3.09亿	33.6亿
600101	明星电力	5.64万	0	4596万	 电力行业	1.47	3.24亿	26.3亿
603333	明星电缆	4.72万	0	2058万	 输配电气	1.45	5.20亿	22.7亿
601677	明泰铝业	1.04万	55	840万	 有色金属	1.28	4.01亿	32.3亿
002574	明牌珠宝	4401	27	1034万	 工艺商品	1.95	2.40亿	55.9亿
300242	明家科技	2295	11	375万	 输配电气	4.60	7500万	12.2亿
000547	闽福发Ａ	28.7万	3110	1.69亿	 通讯行业	3.09	8.35亿	49.5亿
002578	闽发铝业	1.05万	86	1235万	 有色金属	2.14	1.72亿	20.3亿
000993	闽东电力	3.38万	63	2254万	 电力行业	1.51	3.73亿	24.9亿
600016	民生银行	114万	27	8.69亿	 银行	1.13	284亿	2139亿
000416	民生投资	3.47万	354	3108万	 商业百货	5.86	5.32亿	47.6亿
002234	民和股份	2.93万	615	1964万	 农牧饲渔	1.63	3.02亿	20.2亿
600235	民丰特纸	2.16万	0	1305万	 造纸印刷	1.52	3.51亿	21.3亿
000609	绵世股份	2.66万	841	2378万	 房地产	2.57	2.98亿	26.7亿
002397	梦洁家纺	5969	30	887万	 纺织服装	1.99	1.51亿	22.3亿
002684	猛狮科技	14.6万	2979	3.34亿	 电子元件	4.80	1.06亿	24.1亿
002614	蒙发利	1.20万	98	3508万	 家电行业	3.47	2.40亿	70.8亿
300355	蒙草抗旱	1.77万	210	4638万	 工程建设	4.86	2.15亿	55.9亿
002303	美盈森	4.43万	184	8692万	 造纸印刷	3.71	3.58亿	70.8亿
002690	美亚光电	7306	132	3193万	 仪器仪表	7.60	2.60亿	111亿
300188	美亚柏科	3.47万	418	7618万	 电子信息	6.09	2.22亿	47.5亿
002699	美盛文化	1.25万	70	4685万	 纺织服装	5.42	9350万	35.0亿
600297	美罗药业	6.53万	5	4507万	 医药行业	2.60	3.50亿	24.1亿
000521	美菱电器	10.1万	1827	6452万	 家电行业	1.56	7.64亿	48.6亿
000815	美利纸业	2.55万	89	1039万	 造纸印刷	2.31	3.17亿	12.9亿
600337	美克股份	4.26万	3	2513万	 木业家具	1.44	6.47亿	38.0亿
000723	美锦能源	5.61万	561	3279万	 煤炭采选	3.65	2.79亿	16.3亿
000667	美好集团	10.1万	986	1732万	 房地产	0.82	25.6亿	44.0亿
600107	美尔雅	4.20万	0	2417万	 纺织服装	3.90	3.60亿	20.7亿
600175	美都控股	44.9万	30	2.96亿	 房地产	4.14	13.8亿	89.6亿
000333	美的集团	4.45万	542	1.74亿	 家电行业	2.05	16.9亿	654亿
000782	美达股份	3.80万	925	1829万	 化纤行业	1.90	4.05亿	19.7亿
300237	美晨科技	----	----	----	 化工行业	3.34	5700万	19.3亿
002269	美邦服饰	7.18万	285	8557万	 纺织服装	3.16	10.1亿	120亿
002034	美 欣 达	1.19万	132	1698万	 化纤行业	2.38	8512万	12.1亿
000968	煤 气 化	8.46万	726	6944万	 煤炭采选	1.52	5.14亿	42.1亿
600868	梅雁吉祥	37.5万	79	9094万	 电力行业	2.08	19.0亿	45.9亿
300038	梅泰诺	4.13万	341	8005万	 通讯行业	3.18	1.61亿	31.1亿
600873	梅花集团	13.3万	0	7274万	 食品行业	2.12	31.1亿	167亿
300275	梅安森	3.19万	205	5521万	 仪器仪表	4.56	1.69亿	29.1亿
002174	梅 花 伞	8084	71	6155万	 工艺商品	28.03	8294万	62.2亿
000889	茂业物流	----	----	----	 商业百货	1.84	4.46亿	21.4亿
002660	茂硕电源	8.19万	677	9433万	 电子元件	3.26	1.94亿	22.4亿
000637	茂化实华	35.7万	5813	2.22亿	 石油行业	4.01	5.20亿	31.6亿
002351	漫步者	2.63万	336	3120万	 电子信息	2.14	2.94亿	34.6亿
002719	麦趣尔	2.97万	400	1.04亿	 食品行业	5.48	9160万	31.6亿
